title,playlist,n_words,arousal,dominance,valence,negative,positive,surprise,trust,fear,disgust,anger,joy,anticipation,sadness,u_n_words,u_arousal,u_dominance,u_valence,u_negative,u_positive,u_surprise,u_trust,u_fear,u_disgust,u_anger,u_joy,u_anticipation,u_sadness,s_n_words,s_arousal,s_dominance,s_valence,s_negative,s_positive,s_surprise,s_trust,s_fear,s_disgust,s_anger,s_joy,s_anticipation,s_sadness,surprise_ratio,trust_ratio,fear_ratio,disgust_ratio,anger_ratio,joy_ratio,anticipation_ratio,sadness_ratio,sentiment,artist,wheel_playlist
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,disgust
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,anger
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,anticipation
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,sadness
Leave Me Alone,teen_angst,218,0.4661282051282051,0.5661025641025642,0.6392307692307693,16,9,10,8,15,9,15,9,15,13,81,0.4661282051282052,0.5661025641025642,0.6392307692307694,7,7,5,6,5,4,5,7,8,4,50,0.4676111111111111,0.5615000000000001,0.6334722222222223,7,7,5,6,5,4,5,7,8,4,0.10638297872340426,0.0851063829787234,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.09574468085106383,0.1595744680851064,0.13829787234042554,-0.12844036697247707,I DONT KNOW HOW BUT THEY FOUND ME,surprise
Misery Business,teen_angst,431,0.43819642857142843,0.5000892857142858,0.5814464285714287,17,17,8,17,13,2,6,15,20,4,138,0.4381964285714287,0.5000892857142856,0.5814464285714287,8,6,3,6,5,2,3,4,9,2,80,0.44432000000000016,0.5023799999999998,0.5784200000000002,8,6,3,6,5,2,3,4,9,2,0.09411764705882353,0.2,0.15294117647058825,0.023529411764705882,0.07058823529411765,0.17647058823529413,0.23529411764705882,0.047058823529411764,0.0,Paramore,trust
Misery Business,teen_angst,431,0.43819642857142843,0.5000892857142858,0.5814464285714287,17,17,8,17,13,2,6,15,20,4,138,0.4381964285714287,0.5000892857142856,0.5814464285714287,8,6,3,6,5,2,3,4,9,2,80,0.44432000000000016,0.5023799999999998,0.5784200000000002,8,6,3,6,5,2,3,4,9,2,0.09411764705882353,0.2,0.15294117647058825,0.023529411764705882,0.07058823529411765,0.17647058823529413,0.23529411764705882,0.047058823529411764,0.0,Paramore,surprise
Misery Business,teen_angst,431,0.43819642857142843,0.5000892857142858,0.5814464285714287,17,17,8,17,13,2,6,15,20,4,138,0.4381964285714287,0.5000892857142856,0.5814464285714287,8,6,3,6,5,2,3,4,9,2,80,0.44432000000000016,0.5023799999999998,0.5784200000000002,8,6,3,6,5,2,3,4,9,2,0.09411764705882353,0.2,0.15294117647058825,0.023529411764705882,0.07058823529411765,0.17647058823529413,0.23529411764705882,0.047058823529411764,0.0,Paramore,anticipation
Misery Business,teen_angst,431,0.43819642857142843,0.5000892857142858,0.5814464285714287,17,17,8,17,13,2,6,15,20,4,138,0.4381964285714287,0.5000892857142856,0.5814464285714287,8,6,3,6,5,2,3,4,9,2,80,0.44432000000000016,0.5023799999999998,0.5784200000000002,8,6,3,6,5,2,3,4,9,2,0.09411764705882353,0.2,0.15294117647058825,0.023529411764705882,0.07058823529411765,0.17647058823529413,0.23529411764705882,0.047058823529411764,0.0,Paramore,joy
Miss Murder,teen_angst,243,0.479195652173913,0.48856521739130426,0.6149130434782609,11,6,13,3,12,10,10,5,4,11,108,0.479195652173913,0.4885652173913044,0.6149130434782608,2,5,4,2,3,1,1,4,3,2,68,0.4888809523809524,0.49033333333333334,0.6244047619047619,2,5,4,2,3,1,1,4,3,2,0.19117647058823528,0.04411764705882353,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.07352941176470588,0.058823529411764705,0.16176470588235295,-0.0823045267489712,AFI,disgust
Miss Murder,teen_angst,243,0.479195652173913,0.48856521739130426,0.6149130434782609,11,6,13,3,12,10,10,5,4,11,108,0.479195652173913,0.4885652173913044,0.6149130434782608,2,5,4,2,3,1,1,4,3,2,68,0.4888809523809524,0.49033333333333334,0.6244047619047619,2,5,4,2,3,1,1,4,3,2,0.19117647058823528,0.04411764705882353,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.07352941176470588,0.058823529411764705,0.16176470588235295,-0.0823045267489712,AFI,surprise
Miss Murder,teen_angst,243,0.479195652173913,0.48856521739130426,0.6149130434782609,11,6,13,3,12,10,10,5,4,11,108,0.479195652173913,0.4885652173913044,0.6149130434782608,2,5,4,2,3,1,1,4,3,2,68,0.4888809523809524,0.49033333333333334,0.6244047619047619,2,5,4,2,3,1,1,4,3,2,0.19117647058823528,0.04411764705882353,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.07352941176470588,0.058823529411764705,0.16176470588235295,-0.0823045267489712,AFI,sadness
Miss Murder,teen_angst,243,0.479195652173913,0.48856521739130426,0.6149130434782609,11,6,13,3,12,10,10,5,4,11,108,0.479195652173913,0.4885652173913044,0.6149130434782608,2,5,4,2,3,1,1,4,3,2,68,0.4888809523809524,0.49033333333333334,0.6244047619047619,2,5,4,2,3,1,1,4,3,2,0.19117647058823528,0.04411764705882353,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.07352941176470588,0.058823529411764705,0.16176470588235295,-0.0823045267489712,AFI,fear
Miss Murder,teen_angst,243,0.479195652173913,0.48856521739130426,0.6149130434782609,11,6,13,3,12,10,10,5,4,11,108,0.479195652173913,0.4885652173913044,0.6149130434782608,2,5,4,2,3,1,1,4,3,2,68,0.4888809523809524,0.49033333333333334,0.6244047619047619,2,5,4,2,3,1,1,4,3,2,0.19117647058823528,0.04411764705882353,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.07352941176470588,0.058823529411764705,0.16176470588235295,-0.0823045267489712,AFI,anger
Monday,teen_angst,272,0.44478723404255316,0.4824042553191489,0.5573404255319151,5,11,4,9,2,2,1,5,8,3,93,0.4447872340425534,0.48240425531914904,0.5573404255319151,5,5,2,5,2,2,1,3,4,3,57,0.4538292682926831,0.4805609756097561,0.5559512195121952,5,5,2,5,2,2,1,3,4,3,0.11764705882352941,0.2647058823529412,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706,The Regrettes,anticipation
Monday,teen_angst,272,0.44478723404255316,0.4824042553191489,0.5573404255319151,5,11,4,9,2,2,1,5,8,3,93,0.4447872340425534,0.48240425531914904,0.5573404255319151,5,5,2,5,2,2,1,3,4,3,57,0.4538292682926831,0.4805609756097561,0.5559512195121952,5,5,2,5,2,2,1,3,4,3,0.11764705882352941,0.2647058823529412,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706,The Regrettes,joy
Monday,teen_angst,272,0.44478723404255316,0.4824042553191489,0.5573404255319151,5,11,4,9,2,2,1,5,8,3,93,0.4447872340425534,0.48240425531914904,0.5573404255319151,5,5,2,5,2,2,1,3,4,3,57,0.4538292682926831,0.4805609756097561,0.5559512195121952,5,5,2,5,2,2,1,3,4,3,0.11764705882352941,0.2647058823529412,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706,The Regrettes,trust
Monday,teen_angst,272,0.44478723404255316,0.4824042553191489,0.5573404255319151,5,11,4,9,2,2,1,5,8,3,93,0.4447872340425534,0.48240425531914904,0.5573404255319151,5,5,2,5,2,2,1,3,4,3,57,0.4538292682926831,0.4805609756097561,0.5559512195121952,5,5,2,5,2,2,1,3,4,3,0.11764705882352941,0.2647058823529412,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.08823529411764706,0.08823529411764706,The Regrettes,surprise
Move Along,teen_angst,246,0.45262162162162173,0.5041351351351351,0.5674864864864864,9,5,3,4,1,0,0,3,3,3,80,0.45262162162162173,0.5041351351351352,0.5674864864864867,6,3,1,2,1,0,0,1,1,3,46,0.4594545454545455,0.49196969696969695,0.5515757575757576,6,3,1,2,1,0,0,1,1,3,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,-0.06504065040650407,The All-American Rejects,anticipation
Move Along,teen_angst,246,0.45262162162162173,0.5041351351351351,0.5674864864864864,9,5,3,4,1,0,0,3,3,3,80,0.45262162162162173,0.5041351351351352,0.5674864864864867,6,3,1,2,1,0,0,1,1,3,46,0.4594545454545455,0.49196969696969695,0.5515757575757576,6,3,1,2,1,0,0,1,1,3,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,-0.06504065040650407,The All-American Rejects,surprise
Move Along,teen_angst,246,0.45262162162162173,0.5041351351351351,0.5674864864864864,9,5,3,4,1,0,0,3,3,3,80,0.45262162162162173,0.5041351351351352,0.5674864864864867,6,3,1,2,1,0,0,1,1,3,46,0.4594545454545455,0.49196969696969695,0.5515757575757576,6,3,1,2,1,0,0,1,1,3,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,-0.06504065040650407,The All-American Rejects,trust
Move Along,teen_angst,246,0.45262162162162173,0.5041351351351351,0.5674864864864864,9,5,3,4,1,0,0,3,3,3,80,0.45262162162162173,0.5041351351351352,0.5674864864864867,6,3,1,2,1,0,0,1,1,3,46,0.4594545454545455,0.49196969696969695,0.5515757575757576,6,3,1,2,1,0,0,1,1,3,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,-0.06504065040650407,The All-American Rejects,joy
Move Along,teen_angst,246,0.45262162162162173,0.5041351351351351,0.5674864864864864,9,5,3,4,1,0,0,3,3,3,80,0.45262162162162173,0.5041351351351352,0.5674864864864867,6,3,1,2,1,0,0,1,1,3,46,0.4594545454545455,0.49196969696969695,0.5515757575757576,6,3,1,2,1,0,0,1,1,3,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.0,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413,-0.06504065040650407,The All-American Rejects,sadness
My Mother Wants Me Dead,teen_angst,177,0.47461904761904766,0.48904761904761895,0.5333333333333334,14,4,0,5,5,10,10,4,4,10,43,0.47461904761904755,0.489047619047619,0.5333333333333334,3,1,0,2,1,2,2,1,1,3,25,0.48034999999999994,0.49079999999999996,0.5269000000000001,3,1,0,2,1,2,2,1,1,3,0.0,0.10416666666666667,0.10416666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.20833333333333334,-0.22598870056497175,carolesdaughter,anger
My Mother Wants Me Dead,teen_angst,177,0.47461904761904766,0.48904761904761895,0.5333333333333334,14,4,0,5,5,10,10,4,4,10,43,0.47461904761904755,0.489047619047619,0.5333333333333334,3,1,0,2,1,2,2,1,1,3,25,0.48034999999999994,0.49079999999999996,0.5269000000000001,3,1,0,2,1,2,2,1,1,3,0.0,0.10416666666666667,0.10416666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.20833333333333334,-0.22598870056497175,carolesdaughter,disgust
My Mother Wants Me Dead,teen_angst,177,0.47461904761904766,0.48904761904761895,0.5333333333333334,14,4,0,5,5,10,10,4,4,10,43,0.47461904761904755,0.489047619047619,0.5333333333333334,3,1,0,2,1,2,2,1,1,3,25,0.48034999999999994,0.49079999999999996,0.5269000000000001,3,1,0,2,1,2,2,1,1,3,0.0,0.10416666666666667,0.10416666666666667,0.20833333333333334,0.20833333333333334,0.08333333333333333,0.08333333333333333,0.20833333333333334,-0.22598870056497175,carolesdaughter,sadness
Ohio Is For Lovers,teen_angst,469,0.41650000000000004,0.4458055555555556,0.5359722222222222,21,4,0,2,13,0,0,2,4,17,82,0.4165,0.4458055555555556,0.5359722222222222,4,2,0,1,2,0,0,1,1,3,43,0.417125,0.439375,0.53303125,4,2,0,1,2,0,0,1,1,3,0.0,0.05263157894736842,0.34210526315789475,0.0,0.0,0.05263157894736842,0.10526315789473684,0.4473684210526316,-0.14498933901918976,Hawthorne Heights,sadness
Ohio Is For Lovers,teen_angst,469,0.41650000000000004,0.4458055555555556,0.5359722222222222,21,4,0,2,13,0,0,2,4,17,82,0.4165,0.4458055555555556,0.5359722222222222,4,2,0,1,2,0,0,1,1,3,43,0.417125,0.439375,0.53303125,4,2,0,1,2,0,0,1,1,3,0.0,0.05263157894736842,0.34210526315789475,0.0,0.0,0.05263157894736842,0.10526315789473684,0.4473684210526316,-0.14498933901918976,Hawthorne Heights,fear
Pass The Nirvana,teen_angst,304,0.4804782608695653,0.49897101449275366,0.5452608695652175,12,5,2,5,4,4,19,3,5,2,126,0.4804782608695653,0.49897101449275355,0.5452608695652174,9,4,1,3,4,2,8,2,4,2,89,0.4844393939393941,0.4971666666666667,0.5419696969696969,9,4,1,3,4,2,8,2,4,2,0.045454545454545456,0.11363636363636363,0.09090909090909091,0.09090909090909091,0.4318181818181818,0.06818181818181818,0.11363636363636363,0.045454545454545456,-0.09210526315789473,Pierce The Veil,anger
Pink Panther,teen_angst,322,0.3796808510638298,0.4638936170212765,0.5829361702127662,2,9,2,9,0,0,0,7,8,2,91,0.37968085106382976,0.4638936170212767,0.5829361702127661,1,5,1,5,0,0,0,4,4,1,62,0.3794772727272728,0.46043181818181816,0.5771818181818182,1,5,1,5,0,0,0,4,4,1,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.25,0.2857142857142857,0.07142857142857142,0.08695652173913043,Scene Queen,anticipation
Pink Panther,teen_angst,322,0.3796808510638298,0.4638936170212765,0.5829361702127662,2,9,2,9,0,0,0,7,8,2,91,0.37968085106382976,0.4638936170212767,0.5829361702127661,1,5,1,5,0,0,0,4,4,1,62,0.3794772727272728,0.46043181818181816,0.5771818181818182,1,5,1,5,0,0,0,4,4,1,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.25,0.2857142857142857,0.07142857142857142,0.08695652173913043,Scene Queen,joy
Pink Panther,teen_angst,322,0.3796808510638298,0.4638936170212765,0.5829361702127662,2,9,2,9,0,0,0,7,8,2,91,0.37968085106382976,0.4638936170212767,0.5829361702127661,1,5,1,5,0,0,0,4,4,1,62,0.3794772727272728,0.46043181818181816,0.5771818181818182,1,5,1,5,0,0,0,4,4,1,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.25,0.2857142857142857,0.07142857142857142,0.08695652173913043,Scene Queen,trust
Pink Panther,teen_angst,322,0.3796808510638298,0.4638936170212765,0.5829361702127662,2,9,2,9,0,0,0,7,8,2,91,0.37968085106382976,0.4638936170212767,0.5829361702127661,1,5,1,5,0,0,0,4,4,1,62,0.3794772727272728,0.46043181818181816,0.5771818181818182,1,5,1,5,0,0,0,4,4,1,0.07142857142857142,0.32142857142857145,0.0,0.0,0.0,0.25,0.2857142857142857,0.07142857142857142,0.08695652173913043,Scene Queen,surprise
Pumped Up Kicks,teen_angst,403,0.46605660377358493,0.5019056603773585,0.5744905660377361,26,6,1,1,9,0,22,2,6,3,93,0.46605660377358504,0.5019056603773585,0.574490566037736,5,6,1,1,2,0,2,2,5,2,59,0.48026086956521746,0.5012173913043478,0.571304347826087,5,6,1,1,2,0,2,2,5,2,0.022727272727272728,0.022727272727272728,0.20454545454545456,0.0,0.5,0.045454545454545456,0.13636363636363635,0.06818181818181818,-0.19851116625310175,Foster the People,fear
Pumped Up Kicks,teen_angst,403,0.46605660377358493,0.5019056603773585,0.5744905660377361,26,6,1,1,9,0,22,2,6,3,93,0.46605660377358504,0.5019056603773585,0.574490566037736,5,6,1,1,2,0,2,2,5,2,59,0.48026086956521746,0.5012173913043478,0.571304347826087,5,6,1,1,2,0,2,2,5,2,0.022727272727272728,0.022727272727272728,0.20454545454545456,0.0,0.5,0.045454545454545456,0.13636363636363635,0.06818181818181818,-0.19851116625310175,Foster the People,anger
Pumped Up Kicks,teen_angst,403,0.46605660377358493,0.5019056603773585,0.5744905660377361,26,6,1,1,9,0,22,2,6,3,93,0.46605660377358504,0.5019056603773585,0.574490566037736,5,6,1,1,2,0,2,2,5,2,59,0.48026086956521746,0.5012173913043478,0.571304347826087,5,6,1,1,2,0,2,2,5,2,0.022727272727272728,0.022727272727272728,0.20454545454545456,0.0,0.5,0.045454545454545456,0.13636363636363635,0.06818181818181818,-0.19851116625310175,Foster the People,anticipation
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,sadness
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,disgust
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,joy
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,trust
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,surprise
Say It (To My Face),teen_angst,342,0.47484444444444435,0.5043111111111109,0.6541777777777779,9,19,6,9,2,5,2,14,8,8,96,0.4748444444444444,0.504311111111111,0.6541777777777779,5,8,3,5,2,3,2,6,4,4,64,0.4795116279069767,0.5034186046511627,0.6516046511627909,5,8,3,5,2,3,2,6,4,4,0.1111111111111111,0.16666666666666666,0.037037037037037035,0.09259259259259259,0.037037037037037035,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.11695906432748537,Meet Me @ The Altar,anticipation
Seven Nation Army,teen_angst,199,0.4402173913043479,0.4992173913043478,0.5561739130434784,5,3,2,4,4,3,3,1,2,2,103,0.44021739130434806,0.4992173913043479,0.5561739130434783,5,3,2,4,4,3,3,1,2,2,65,0.44032558139534905,0.4939302325581397,0.5477674418604651,5,3,2,4,4,3,3,1,2,2,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.09523809523809523,-0.04020100502512563,The White Stripes,surprise
Seven Nation Army,teen_angst,199,0.4402173913043479,0.4992173913043478,0.5561739130434784,5,3,2,4,4,3,3,1,2,2,103,0.44021739130434806,0.4992173913043479,0.5561739130434783,5,3,2,4,4,3,3,1,2,2,65,0.44032558139534905,0.4939302325581397,0.5477674418604651,5,3,2,4,4,3,3,1,2,2,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.09523809523809523,-0.04020100502512563,The White Stripes,trust
Seven Nation Army,teen_angst,199,0.4402173913043479,0.4992173913043478,0.5561739130434784,5,3,2,4,4,3,3,1,2,2,103,0.44021739130434806,0.4992173913043479,0.5561739130434783,5,3,2,4,4,3,3,1,2,2,65,0.44032558139534905,0.4939302325581397,0.5477674418604651,5,3,2,4,4,3,3,1,2,2,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.09523809523809523,-0.04020100502512563,The White Stripes,fear
Seven Nation Army,teen_angst,199,0.4402173913043479,0.4992173913043478,0.5561739130434784,5,3,2,4,4,3,3,1,2,2,103,0.44021739130434806,0.4992173913043479,0.5561739130434783,5,3,2,4,4,3,3,1,2,2,65,0.44032558139534905,0.4939302325581397,0.5477674418604651,5,3,2,4,4,3,3,1,2,2,0.09523809523809523,0.19047619047619047,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.09523809523809523,-0.04020100502512563,The White Stripes,anger
